sep=,
"Time","open5gs-ue01 (10.245.1.226)","open5gs-ue02 (10.245.0.79)","open5gs-ue03 (10.245.17.232)","open5gs-ue04 (10.245.3.3)","open5gs-ue01 (8.8.8.8)","open5gs-ue02 (8.8.8.8)","open5gs-ue03 (8.8.8.8)","open5gs-ue04 (8.8.8.8)"
1704942855000,5.039666666666666,8.392466666666667,24.061533333333337,15.024000000000001,21.543333333333333,21.713466666666665,40.76526666666666,32.60973333333334
1704942870000,2.9156666666666666,10.46053333333333,16.645000000000003,12.469600000000002,17.978333333333335,23.133866666666663,26.715866666666663,25.996199999999998
1704942885000,2.0313333333333334,7.845133333333333,14.048000000000002,15.729066666666668,17.391666666666666,23.08613333333333,31.100799999999996,28.708
1704942900000,2.5469999999999997,16.841933333333333,11.955,10.295499999999999,17.17666666666667,28.46906666666667,25.6514,23.894785714285714
1704942915000,2.4626666666666663,9.93,17.531866666666666,13.503857142857143,17.006,25.8656,31.43813333333334,26.960714285714285
1704942930000,1.565,8.928066666666666,18.76533333333333,11.766928571428572,19.487333333333332,23.537200000000002,35.31106666666667,25.200857142857146
1704942945000,3.4476666666666667,12.296999999999999,20.881666666666668,15.901857142857143,18.19633333333333,24.150066666666667,30.455866666666665,29.049071428571427
1704942960000,3.081,10.895533333333333,14.2378,11.184214285714285,17.42533333333333,25.815933333333334,22.204866666666668,24.529285714285713
1704942975000,1.719,12.179933333333334,14.929133333333334,11.337142857142858,17.369,24.98273333333333,30.274199999999997,24.5405
1704942990000,2.9923333333333333,13.987466666666666,10.3724,11.565071428571429,18.723333333333333,26.2464,25.603066666666667,26.194428571428567
1704943005000,3.021,6.827266666666667,14.205933333333332,9.641214285714286,17.559333333333335,21.167866666666665,30.388400000000004,25.180857142857143
1704943020000,2.6093333333333333,8.494000000000002,17.311133333333334,14.229428571428572,19.287666666666667,22.583600000000004,28.5526,28.982999999999997
1704943035000,2.8390000000000004,11.964933333333335,16.267599999999998,18.30057142857143,17.99833333333333,23.128933333333336,27.763933333333334,27.461714285714287
1704943050000,3.1799999999999997,9.458333333333334,24.079333333333334,11.421214285714285,20.352666666666664,24.106199999999998,35.0766,30.000285714285717
1704943065000,4,11.023333333333332,18.35106666666666,14.037923076923077,18.351333333333336,25.203266666666668,34.562799999999996,33.43869230769231
1704943080000,5.8486666666666665,20.89013333333333,14.935066666666666,13.413461538461537,17.892,31.25733333333333,31.561066666666665,25.723999999999997
1704943095000,3.493666666666667,13.620266666666668,17.523874999999997,16.29476923076923,18.015666666666664,27.511466666666667,31.677500000000002,29.09507692307692
1704943110000,4.943333333333333,8.762352941176472,11.984411764705882,21.48777777777778,20.678333333333335,24.590235294117647,27.04352941176471,37.53833333333333
1704943125000,2.115666666666667,11.980105263157894,26.676400000000005,14.588777777777779,18.432333333333332,25.814736842105262,36.70334999999999,29.893055555555552
1704943140000,3.234,14.40229411764706,24.782450000000004,15.208333333333334,18.635666666666665,27.11564705882353,36.290600000000005,32.355666666666664
1704943155000,2.9859999999999998,17.15335294117647,21.51105,23.538666666666664,20.509,29.642764705882357,32.68485,38.27277777777777
1704943170000,3.514333333333333,15.083235294117648,29.88355,18.502222222222226,19.473999999999997,30.76835294117647,47.144949999999994,36.40638888888889
1704943185000,1.911333333333333,17.626705882352944,23.51835,15.27111111111111,16.959333333333333,30.760882352941177,34.36825,26.959388888888892
1704943200000,2.4593333333333334,12.193411764705882,21.094,15.166055555555557,18.72533333333333,24.38947058823529,32.961949999999995,31.91338888888889
1704943215000,2.3369999999999997,12.186764705882352,22.1074,15.079555555555554,18.448333333333334,29.559823529411766,33.88935,28.968722222222222
1704943230000,1.3403333333333334,16.186705882352943,17.853299999999997,17.892833333333332,17.75266666666667,30.224470588235288,35.111549999999994,30.65966666666667
1704943245000,2.381333333333333,21.943411764705886,24.26635,16.376944444444447,16.770333333333333,34.277764705882355,43.1563,30.341
1704943260000,7.444333333333334,17.613647058823535,23.0671,13.47388888888889,20.615666666666666,29.896529411764707,39.620099999999994,28.731722222222224
1704943275000,2.7256666666666667,10.262705882352943,22.832949999999997,11.756722222222221,18.067666666666668,24.769764705882352,39.485,26.162055555555558
1704943290000,2.8156666666666665,13.540882352941177,37.96714999999999,16.0525,16.798,28.985294117647058,55.3515,29.34811111111111
1704943305000,1.3433333333333335,12.626352941176473,18.27575,18.23327777777778,16.532,26.132705882352937,33.7577,31.68038888888888
1704943320000,2.289,10.94194117647059,28.1669,15.342999999999998,17.686,26.912411764705883,35.542649999999995,29.834666666666667
1704943335000,1.669,11.110117647058823,33.367450000000005,17.842166666666667,18.179666666666666,25.66329411764706,54.682249999999996,32.270888888888884
1704943350000,3.1966666666666668,11.146823529411765,26.312250000000002,18.08277777777778,17.458333333333336,28.39841176470588,41.51634999999999,34.64
1704943365000,4.451666666666667,12.748812500000001,21.50165,13.886611111111112,17.355666666666668,26.093,35.21405000000001,32.14833333333333
1704943380000,6.042,11.914562500000002,30.446199999999994,15.865444444444446,20.395666666666667,27.504625,51.782849999999996,26.20761111111111

