sep=,
"Time","open5gs-upf-1-859f8f547d-2jtng","open5gs-upf-2-6784b8f6db-d7wjb","open5gs-upf-3-8dcfc7b5b-wbvgt","open5gs-upf-4-675547fdf5-5fccm"
1704941925000,0.5391519750333333,0.01899547186666667,0.016317390666666664,1.0498638813
1704941940000,0.5391519750333333,0.01899547186666667,0.016317390666666664,1.0498638813
1704941955000,0.571268068,0.026067830033333336,0.017299183800000003,0.7354610062999998
1704941970000,0.571268068,0.026067830033333336,0.017299183800000003,0.7354610062999998
1704941985000,0.5565910666333332,0.019525161366666665,0.019407788666666665,0.5940871122
1704942000000,0.5565910666333332,0.019525161366666665,0.019407788666666665,0.5940871122
1704942015000,0.41915687706666654,0.009167476199999995,0.015935496833333337,0.9745823127666668
1704942030000,0.41915687706666654,0.009167476199999995,0.015935496833333337,0.9745823127666668
1704942045000,0.411467017932736,0.02083131192293591,0.012737800239992,1.2554125169827675
1704942060000,0.411467017932736,0.02083131192293591,0.012737800239992,1.2554125169827675
1704942075000,0.43635160648688254,0.022744335244508133,0.017879985766192208,0.8144312809093637
1704942090000,0.43635160648688254,0.022744335244508133,0.017879985766192208,0.8144312809093637
1704942105000,0.336557811772941,0.017443244558514738,0.015386372487583731,0.9218370031332289
1704942120000,0.336557811772941,0.017443244558514738,0.015386372487583731,0.9218370031332289
1704942135000,0.3466467124570821,0.018327175139171308,0.017585670922364096,0.5016671767392241
1704942150000,0.3466467124570821,0.018327175139171308,0.017585670922364096,0.5016671767392241
1704942165000,0.5315291393999999,0.01933855436666665,0.01878321506666666,1.0421816252000005
1704942180000,0.5315291393999999,0.01933855436666665,0.01878321506666666,1.0421816252000005
1704942195000,0.38349716239999954,0.01956598903333333,0.010789684366666682,0.7789098277333333
1704942210000,0.38349716239999954,0.01956598903333333,0.010789684366666682,0.7789098277333333
1704942225000,0.3833324578333342,0.08488345093333335,0.06200268719999998,0.5343144267666673
1704942240000,0.3833324578333342,0.08488345093333335,0.06200268719999998,0.5343144267666673
1704942255000,0.34970095323489125,0.08217464921169294,0.017065366921102623,1.052552972000933
1704942270000,0.34970095323489125,0.08217464921169294,0.017065366921102623,1.052552972000933
1704942285000,0.5528879216640559,0.05329446201540052,0.07316524517483919,0.9876780778025926
1704942300000,0.5528879216640559,0.05329446201540052,0.07316524517483919,0.9876780778025926
1704942315000,0.4296791821272622,0.08792478694043532,0.03524550751641609,0.9984074480517312
1704942330000,0.4296791821272622,0.08792478694043532,0.03524550751641609,0.9984074480517312
1704942345000,0.24767218509999983,0.09380738536666668,0.04894419023333333,0.7597289156333337
1704942360000,0.24767218509999983,0.09380738536666668,0.04894419023333333,0.7597289156333337
1704942375000,0.4325602112666672,0.09465403310000002,0.036059932133333326,0.8760217445333335
1704942390000,0.4325602112666672,0.09465403310000002,0.036059932133333326,0.8760217445333335
1704942405000,0.6197340328677622,0.08552806416880555,0.05627482712757093,1.001488706290211
1704942420000,0.6197340328677622,0.08552806416880555,0.05627482712757093,1.001488706290211
1704942435000,0.2651804419333331,0.09382305930000001,0.02703627646666664,0.7058599339999981
1704942450000,0.2651804419333331,0.09382305930000001,0.02703627646666664,0.7058599339999981
1704942465000,0.4622739530999998,0.04622383910000008,0.05604116103333337,0.7615547041666673
1704942480000,0.4622739530999998,0.04622383910000008,0.05604116103333337,0.7615547041666673
1704942495000,0.5319391455666665,0.08217514426666656,0.027765419633333364,0.9475225117333328
1704942510000,0.5319391455666665,0.08217514426666656,0.027765419633333364,0.9475225117333328
1704942525000,0.4324150830972309,0.1585696339788673,0.045333147661744594,0.9273758797040105
1704942540000,0.4324150830972309,0.1585696339788673,0.045333147661744594,0.9273758797040105
1704942555000,0.266908492983099,0.15286103493449804,0.06755288046268208,0.9409403151438382
1704942570000,0.266908492983099,0.15286103493449804,0.06755288046268208,0.9409403151438382
1704942585000,0.5173122804666661,0.13923254759999987,0.08839623763333329,0.9462167184333339
1704942600000,0.5173122804666661,0.13923254759999987,0.08839623763333329,0.9462167184333339
1704942615000,0.44733094770000054,0.18049696636666657,0.045944122333333344,0.9622010478999983
1704942630000,0.44733094770000054,0.18049696636666657,0.045944122333333344,0.9622010478999983
1704942645000,0.4283431630666674,0.09532393890000014,0.07141959310000003,0.9484600432333347
1704942660000,0.4283431630666674,0.09532393890000014,0.07141959310000003,0.9484600432333347
1704942675000,0.20130194253333306,0.17790116823333335,0.037209269433333365,0.9284054138666648
1704942690000,0.20130194253333306,0.17790116823333335,0.037209269433333365,0.9284054138666648
1704942705000,0.5514707597000003,0.15645098836666663,0.06944970839999993,0.573822016533336
1704942720000,0.5514707597000003,0.15645098836666663,0.06944970839999993,0.573822016533336
1704942735000,0.46534395409999924,0.09555710526666678,0.07093157286666679,1.219613033833332
1704942750000,0.46534395409999924,0.09555710526666678,0.07093157286666679,1.219613033833332
1704942765000,0.3710081531333325,0.15500154056666654,0.052471137233333326,0.6437750565000026
1704942780000,0.3710081531333325,0.15500154056666654,0.052471137233333326,0.6437750565000026
1704942795000,0.2640635896000011,0.17899255059999983,0.05385983863333313,0.8883451613999985
1704942810000,0.2640635896000011,0.17899255059999983,0.05385983863333313,0.8883451613999985
1704942825000,0.42436558833333227,0.20606205886666704,0.08095281316666672,0.9814375158666659
1704942840000,0.42436558833333227,0.20606205886666704,0.08095281316666672,0.9814375158666659
1704942855000,0.41801630148995167,0.1983898869371021,0.0696961385287159,0.8044870281323953
1704942870000,0.41801630148995167,0.1983898869371021,0.0696961385287159,0.8044870281323953
1704942885000,0.5015917876929231,0.2372456121537382,0.05313708056935219,0.9545734565818885
1704942900000,0.5015917876929231,0.2372456121537382,0.05313708056935219,0.9545734565818885
1704942915000,0.39952222746666544,0.12622869140000006,0.06274462666666665,0.9342979831333309
1704942930000,0.39952222746666544,0.12622869140000006,0.06274462666666665,0.9342979831333309
1704942945000,0.5163086949999998,0.3147470280666667,0.07074627156666674,0.7730819652333328
1704942960000,0.5163086949999998,0.3147470280666667,0.07074627156666674,0.7730819652333328
1704942975000,0.41984303153333447,0.1701047789333335,0.07599411826666654,0.739219787766668
1704942990000,0.41984303153333447,0.1701047789333335,0.07599411826666654,0.739219787766668
1704943005000,0.3690406401999989,0.12338784496666667,0.08034257533333336,0.7848078081999991
1704943020000,0.3690406401999989,0.12338784496666667,0.08034257533333336,0.7848078081999991
1704943035000,0.4063165364000004,0.24592803773333335,0.061993500800000115,0.9228757587333348
1704943050000,0.4063165364000004,0.24592803773333335,0.061993500800000115,0.9228757587333348
1704943065000,0.36170881236666713,0.19770513813333349,0.06699773426666672,0.9662319035666656
1704943080000,0.36170881236666713,0.19770513813333349,0.06699773426666672,0.9662319035666656
1704943095000,0.5480177545333333,0.26920862956666647,0.046621981766666445,0.8678397427333342
1704943110000,0.5480177545333333,0.26920862956666647,0.046621981766666445,0.8678397427333342
1704943125000,0.2582926642333329,0.0940923001666666,0.07986118333333346,0.8363886939666675
1704943140000,0.2582926642333329,0.0940923001666666,0.07986118333333346,0.8363886939666675
1704943155000,0.6202924759333351,0.274870319466667,0.03419718059999989,0.9995148286999969
1704943170000,0.6202924759333351,0.274870319466667,0.03419718059999989,0.9995148286999969
1704943185000,0.24621314026666521,0.2927300459333329,0.07538246916666674,0.583777023766667
1704943200000,0.24621314026666521,0.2927300459333329,0.07538246916666674,0.583777023766667
1704943215000,0.45186060003333445,0.2181472751333331,0.08412882493333337,0.9380479398666693
1704943230000,0.45186060003333445,0.2181472751333331,0.08412882493333337,0.9380479398666693
1704943245000,0.407906129833331,0.2731998371000003,0.03588021713333329,0.8783434047333306
1704943260000,0.407906129833331,0.2731998371000003,0.03588021713333329,0.8783434047333306
1704943275000,0.4899485997333348,0.21550800046666627,0.07078645026666663,1.0270891218333342
1704943290000,0.4899485997333348,0.21550800046666627,0.07078645026666663,1.0270891218333342
1704943305000,0.3236713820000015,0.19490721516666742,0.0861913998000001,0.8880111157000026
1704943320000,0.3236713820000015,0.19490721516666742,0.0861913998000001,0.8880111157000026
1704943335000,0.39577403369999803,0.1942408667999994,0.07744420066666653,0.9874401799333328
1704943350000,0.39577403369999803,0.1942408667999994,0.07744420066666653,0.9874401799333328
1704943365000,0.4745299818666657,0.2581051591333335,0.04431736726666694,0.6952983228333324
1704943380000,0.4745299818666657,0.2581051591333335,0.04431736726666694,0.6952983228333324

