sep=,
"Time","open5gs-ue01 (10.245.1.226)","open5gs-ue02 (10.245.0.79)","open5gs-ue03 (10.245.17.232)","open5gs-ue04 (10.245.3.3)","open5gs-ue01 (8.8.8.8)","open5gs-ue02 (8.8.8.8)","open5gs-ue03 (8.8.8.8)","open5gs-ue04 (8.8.8.8)"
1704864540000,3.538,10.858066666666666,12.932733333333335,12.217933333333335,17.887666666666664,26.042,25.770533333333333,30.68493333333333
1704864555000,1.6053333333333333,9.4038,16.611266666666662,10.8958,18.498666666666665,23.0832,29.757600000000004,25.7384
1704864570000,5.459333333333333,11.735199999999999,18.882199999999997,10.802933333333335,21.014000000000003,29.193733333333338,32.425599999999996,24.583466666666666
1704864585000,2.0243333333333333,11.4456,11.930933333333334,13.928266666666664,34.72833333333333,27.80313333333333,26.593666666666667,29.621533333333332
1704864600000,1.6856666666666666,8.335733333333334,14.485533333333334,14.942399999999997,17.382666666666665,24.954133333333335,29.360933333333328,30.128466666666668
1704864615000,3.8453333333333335,10.886400000000002,17.623266666666666,15.8362,17.415,28.092266666666667,31.059333333333328,31.296266666666668
1704864630000,3.0743333333333336,11.780599999999998,13.905266666666666,15.055466666666668,18.083333333333332,25.928333333333338,31.2098,28.816533333333336
1704864645000,2.4913333333333334,8.919799999999999,11.9932,14.9684,20.566000000000003,22.055666666666664,31.248333333333335,31.194
1704864660000,2.4236666666666666,9.095066666666668,24.691333333333336,19.789799999999996,18.256,23.5724,38.355799999999995,35.98666666666667
1704864675000,1.6663333333333334,13.706187500000002,20.944,22.570235294117648,17.097,27.241500000000002,39.4479375,36.05094117647059
1704864690000,3.735666666666667,21.247684210526312,18.77005,21.2568,18.621333333333332,31.119684210526316,37.567299999999996,33.171899999999994
1704864705000,4.499333333333333,12.212000000000002,16.30075,18.610149999999997,19.494333333333334,28.76815789473684,34.101,34.800450000000005
1704864720000,2.232666666666667,12.97621052631579,22.4519,21.667947368421054,17.540999999999997,28.009947368421052,40.7459,30.540315789473684
1704864735000,5.2316666666666665,15.428789473684212,27.409500000000005,15.399842105263161,18.78333333333333,31.191368421052626,44.41255,29.69794736842105
1704864750000,2.7883333333333336,15.287684210526315,29.443949999999997,17.326315789473686,18.89,29.261263157894735,42.859849999999994,28.881157894736837
1704864765000,4.5329999999999995,10.707210526315789,22.88385,14.525105263157895,20.880333333333333,27.722368421052636,37.20689999999998,29.254421052631578
1704864780000,3.146666666666667,18.676526315789474,18.008899999999997,15.156263157894736,17.99366666666667,31.872105263157895,33.3898,30.13673684210526
1704864795000,2.3753333333333333,22.39205263157895,22.11315,14.119222222222222,16.714000000000002,32.078631578947366,34.30415,30.774
1704864810000,1.9593333333333334,11.49857894736842,17.14015,18.681588235294118,16.637333333333334,30.307842105263163,31.754050000000003,31.9604705882353
1704864825000,2.152,16.966526315789473,29.491749999999996,15.216647058823527,16.465333333333334,29.126736842105267,39.748900000000006,29.953411764705884
1704864840000,2.4393333333333334,16.606526315789473,20.554000000000002,17.69170588235294,17.767666666666667,31.88768421052631,35.96075,33.44270588235294
1704864855000,1.7143333333333333,14.541947368421052,14.9942,20.942058823529415,17.175666666666665,27.47784210526316,27.12515,31.60705882352941
1704864870000,2.5406666666666666,13.340052631578947,13.95565,23.961529411764705,17.913,27.399315789473686,32.4251,34.580529411764715
1704864885000,1.7676666666666665,19.58336842105263,20.737099999999995,20.61205882352941,16.622999999999998,33.258894736842095,38.309400000000004,34.96464705882352
1704864900000,1.941,13.83715789473684,34.92099999999999,17.817411764705884,16.861666666666668,29.74426315789474,41.14215,28.95070588235294
1704864915000,1.4856666666666665,13.463210526315791,26.65795,19.974470588235295,17.605000000000004,28.845105263157897,40.2187,33.21664705882353
1704864930000,2.4756666666666667,13.574894736842104,22.909100000000006,14.332529411764703,18.099333333333334,29.115473684210524,37.014250000000004,30.622176470588233
1704864945000,3.6293333333333337,12.697736842105263,23.897499999999997,21.66982352941176,17.305333333333333,26.346578947368418,34.3199,36.496647058823534
1704864960000,3.339666666666667,12.965631578947368,17.442749999999997,18.904294117647062,17.273,28.005105263157894,32.64795,40.027882352941184
1704864975000,4.887666666666666,12.950473684210527,44.03744999999999,18.920352941176468,17.869333333333334,27.004263157894737,53.713499999999996,31.550588235294114
1704864990000,2.4819999999999998,15.589473684210526,32.55945,17.244470588235295,17.857333333333333,30.111842105263154,56.971399999999996,29.13429411764706

