sep=,
"Time","open5gs-upf-1-6fc8895746-scn2r","open5gs-upf-2-694b8b9978-nmdgb","open5gs-upf-3-749c8fcbc6-n9wfv","open5gs-upf-4-5675d7786c-n5gxr"
1704864330000,0.37804171365712064,0.1355995311510387,0.06996717623920792,0.9718637167905619
1704864345000,0.4296904989333333,0.14235427829999972,0.07448107493333325,0.7727392802333308
1704864360000,0.4296904989333333,0.14235427829999972,0.07448107493333325,0.7727392802333308
1704864375000,0.3255932111666671,0.14184194486666685,0.033480269333333486,0.9822749382666681
1704864390000,0.3255932111666671,0.14184194486666685,0.033480269333333486,0.9822749382666681
1704864405000,0.4951157410000008,0.21470092810000002,0.10277156540000003,0.793009853899999
1704864420000,0.4951157410000008,0.21470092810000002,0.10277156540000003,0.793009853899999
1704864435000,0.46912359294690126,0.24109021829272365,0.07051440988633709,1.2918205717476094
1704864450000,0.46912359294690126,0.24109021829272365,0.07051440988633709,1.2918205717476094
1704864465000,0.43909008630287666,0.24156699726657557,0.07932020224007467,0.9623687860928694
1704864480000,0.43909008630287666,0.24156699726657557,0.07932020224007467,0.9623687860928694
1704864495000,0.26867390596666685,0.22661587873333294,0.06972899723333323,0.7526911890333319
1704864510000,0.26867390596666685,0.22661587873333294,0.06972899723333323,0.7526911890333319
1704864525000,0.44239070446666723,0.2250423261000004,0.07479010543333331,0.9539784080000004
1704864540000,0.44239070446666723,0.2250423261000004,0.07479010543333331,0.9539784080000004
1704864555000,0.5368956837666663,0.19863217446666634,0.06697737759999996,1.057136953700001
1704864570000,0.5368956837666663,0.19863217446666634,0.06697737759999996,1.057136953700001
1704864585000,0.4364796141666678,0.16079914366666656,0.08818376930000013,0.8883726011666643
1704864600000,0.4364796141666678,0.16079914366666656,0.08818376930000013,0.8883726011666643
1704864615000,0.20813488000000008,0.22801077063333347,0.07258062313333322,0.9918274896333362
1704864630000,0.20813488000000008,0.22801077063333347,0.07258062313333322,0.9918274896333362
1704864645000,0.6184492475999984,0.22188950103333363,0.03912807463333342,0.8953385226999975
1704864660000,0.6184492475999984,0.22188950103333363,0.03912807463333342,0.8953385226999975
1704864675000,0.3578940565000001,0.26730641026666624,0.0850692897333334,0.802523360533337
1704864690000,0.3578940565000001,0.26730641026666624,0.0850692897333334,0.802523360533337
1704864705000,0.22384008330000144,0.22453922156666692,0.04189610296666662,0.918168532433333
1704864720000,0.22384008330000144,0.22453922156666692,0.04189610296666662,0.918168532433333
1704864735000,0.6273246193666637,0.23829873366666637,0.07598444883333334,0.8593990939666658
1704864750000,0.6273246193666637,0.23829873366666637,0.07598444883333334,0.8593990939666658
1704864765000,0.40492223273333444,0.3252320579333334,0.09447824346666683,0.9275797547999977
1704864780000,0.40492223273333444,0.3252320579333334,0.09447824346666683,0.9275797547999977
1704864795000,0.4120474561666659,0.30469845476666724,0.057301077666666346,0.9549317503333365
1704864810000,0.4120474561666659,0.30469845476666724,0.057301077666666346,0.9549317503333365
1704864825000,0.30584286060000065,0.22277128903333315,0.08659320650000003,1.1473071199666645
1704864840000,0.30584286060000065,0.22277128903333315,0.08659320650000003,1.1473071199666645
1704864855000,0.4714996869666682,0.2678550755333333,0.04335622386666671,0.842595457533336
1704864870000,0.4714996869666682,0.2678550755333333,0.04335622386666671,0.842595457533336
1704864885000,0.4104823614333327,0.262403761633333,0.08544635076666651,0.6162892023333294
1704864900000,0.4104823614333327,0.262403761633333,0.08544635076666651,0.6162892023333294
1704864915000,0.4496431181293934,0.3455746490450324,0.06546806849771707,1.0718321619612696
1704864930000,0.4496431181293934,0.3455746490450324,0.06546806849771707,1.0718321619612696
1704864945000,0.41945847714924095,0.2209548688622949,0.07365172729090971,1.0916234349478335
1704864960000,0.41945847714924095,0.2209548688622949,0.07365172729090971,1.0916234349478335
1704864975000,0.5020803307333342,0.27993660156666633,0.07388950436666637,0.878433275300002
1704864990000,0.5020803307333342,0.27993660156666633,0.07388950436666637,0.878433275300002

