sep=,
"Time","open5gs-upf-1-6fc8895746-scn2r","open5gs-upf-2-694b8b9978-nmdgb","open5gs-upf-3-749c8fcbc6-n9wfv","open5gs-upf-4-5675d7786c-n5gxr"
1704863445000,0.0008575928666666677,0.0016794111,0.0020470992,0.0007774335666666669
1704863460000,0.0008575928666666677,0.0016794111,0.0020470992,0.0007774335666666669
1704863475000,0.2798099816333333,0.0140774281,0.007663471133333333,0.3861252383
1704863490000,0.2798099816333333,0.0140774281,0.007663471133333333,0.3861252383
1704863505000,0.4473650704,0.016658707566666663,0.01752870633333333,1.3606780013333335
1704863520000,0.4473650704,0.016658707566666663,0.01752870633333333,1.3606780013333335
1704863535000,0.5709862174333333,0.020581503533333337,0.020625762166666665,0.6467644508666669
1704863550000,0.5709862174333333,0.020581503533333337,0.020625762166666665,0.6467644508666669
1704863565000,0.5246038089,0.01067771856666666,0.013987602366666666,1.137453490333333
1704863580000,0.5246038089,0.01067771856666666,0.013987602366666666,1.137453490333333
1704863595000,0.4759961733666666,0.01934073563333333,0.016485349700000002,1.0953500700333332
1704863610000,0.4759961733666666,0.01934073563333333,0.016485349700000002,1.0953500700333332
1704863625000,0.5711522353666666,0.013483004666666668,0.021162925899999997,1.1338330102666665
1704863640000,0.5711522353666666,0.013483004666666668,0.021162925899999997,1.1338330102666665
1704863655000,0.49756651903333354,0.022509009066666672,0.005783886166666674,0.5628907895000007
1704863670000,0.49756651903333354,0.022509009066666672,0.005783886166666674,0.5628907895000007
1704863685000,0.43817344004800146,0.017316780326010875,0.02375990006333544,1.0824111311043698
1704863700000,0.43817344004800146,0.017316780326010875,0.02375990006333544,1.0824111311043698
1704863715000,0.5356748456384787,0.02424222345921803,0.007861158861371296,0.9841073228559047
1704863730000,0.5356748456384787,0.02424222345921803,0.007861158861371296,0.9841073228559047
1704863745000,0.3561378770292344,0.0085941672055735,0.018846974432481078,1.0918485555518527
1704863760000,0.3561378770292344,0.0085941672055735,0.018846974432481078,1.0918485555518527
1704863775000,0.5679501503283224,0.048845109496350125,0.028590185193826882,0.7445712610246322
1704863790000,0.5679501503283224,0.048845109496350125,0.028590185193826882,0.7445712610246322
1704863805000,0.5209553784666667,0.06848187496666665,0.054333451599999985,0.8189306305000003
1704863820000,0.5209553784666667,0.06848187496666665,0.054333451599999985,0.8189306305000003
1704863835000,0.3568598585666668,0.08962857053333337,0.044892693700000014,1.029548971866666
1704863850000,0.3568598585666668,0.08962857053333337,0.044892693700000014,1.029548971866666
1704863865000,0.7794496283209434,0.08237682212740424,0.04446379585986201,0.8612723367778917
1704863880000,0.7794496283209434,0.08237682212740424,0.04446379585986201,0.8612723367778917
1704863895000,0.43852217720000036,0.07752917443333338,0.04135257009999999,0.8822700030666681
1704863910000,0.43852217720000036,0.07752917443333338,0.04135257009999999,0.8822700030666681
1704863925000,0.35055956013333306,0.08640887059999992,0.04573494049999998,1.0942544928
1704863940000,0.35055956013333306,0.08640887059999992,0.04573494049999998,1.0942544928
1704863955000,0.811286874133333,0.049914409266666716,0.04047362273333335,0.9753793950666666
1704863970000,0.811286874133333,0.049914409266666716,0.04047362273333335,0.9753793950666666
1704863985000,0.4765751609666665,0.08975623693333326,0.02795045699999997,1.1194753393666663
1704864000000,0.4765751609666665,0.08975623693333326,0.02795045699999997,1.1194753393666663
1704864015000,0.4858027793666679,0.07390503030000002,0.053677080500000036,0.6647060156000009
1704864030000,0.4858027793666679,0.07390503030000002,0.053677080500000036,0.6647060156000009
1704864045000,0.6478980091999991,0.0941069865333334,0.0414379100666667,1.1206404300666652
1704864060000,0.6478980091999991,0.0941069865333334,0.0414379100666667,1.1206404300666652
1704864075000,0.42788491330000133,0.11009392273333335,0.049284152499999935,0.8553683421666657
1704864090000,0.42788491330000133,0.11009392273333335,0.049284152499999935,0.8553683421666657
1704864105000,0.4364498684333322,0.15815023199999984,0.0641435031666667,0.9429862650000018
1704864120000,0.4364498684333322,0.15815023199999984,0.0641435031666667,0.9429862650000018
1704864135000,0.6012939010666666,0.14509887833333343,0.06918138113333328,1.0206185532666647
1704864150000,0.6012939010666666,0.14509887833333343,0.06918138113333328,1.0206185532666647
1704864165000,0.5547648781000002,0.07855087816666663,0.05790170790000009,0.9890861769000026
1704864180000,0.5547648781000002,0.07855087816666663,0.05790170790000009,0.9890861769000026
1704864195000,0.5823449559666661,0.20561700643333344,0.07931045273333327,0.9282459861666666
1704864210000,0.5823449559666661,0.20561700643333344,0.07931045273333327,0.9282459861666666
1704864225000,0.5435062633000011,0.12965739469999987,0.03847703459999998,0.9770026512666656
1704864240000,0.5435062633000011,0.12965739469999987,0.03847703459999998,0.9770026512666656
1704864255000,0.34620767061097996,0.16383482827239101,0.06859205486483787,0.9073093711209621
1704864270000,0.34620767061097996,0.16383482827239101,0.06859205486483787,0.9073093711209621
1704864285000,0.5165307790333334,0.15697608419999984,0.06628746246666672,1.0010726857999999
1704864300000,0.5165307790333334,0.15697608419999984,0.06628746246666672,1.0010726857999999
1704864315000,0.37804171365712064,0.1355995311510387,0.06996717623920792,0.9718637167905619
