sep=,
"Time","open5gs-iperf01-754c648d78-dm6s5","open5gs-iperf04-6589c5768d-8szmr","open5gs-ue01-7886556548-7cn5n","open5gs-ue01-7886556548-9cgct","open5gs-ue01-7886556548-gtj6w","open5gs-ue01-7886556548-m4nxr","open5gs-upf-1-67b984f4f6-5rvwf","open5gs-upf-2-f49c78d8-4kfh7","open5gs-upf-3-78c957744b-27f2c","open5gs-upf-4-6859f69b7d-5mpt9"
1704512595000,0.00006737348755041491,0.0014602140333318896,undefined,undefined,undefined,undefined,0.0015763488333333316,0.0010833666,0.0014206430666666658,0.0013688164000000003
1704512610000,0.00006737348755041491,0.0014602140333318896,undefined,undefined,undefined,undefined,0.0015763488333333316,0.0010833666,0.0014206430666666658,0.0013688164000000003
1704512625000,0.00009284909999999989,0.00153343870000023,undefined,undefined,undefined,undefined,0.0011826342666666674,0.001317042366666669,0.0012745871666666668,0.0008249771340955302
1704512640000,0.00009284909999999989,0.00153343870000023,undefined,undefined,undefined,undefined,0.0011826342666666674,0.001317042366666669,0.0012745871666666668,0.0008249771340955302
1704512655000,0.00008595913333333353,0.001452139971332354,undefined,undefined,undefined,undefined,0.001267698500000001,0.0014197923999999973,0.0013604632666666672,0.0014350488666666661
1704512670000,0.00008595913333333353,0.001452139971332354,undefined,undefined,undefined,undefined,0.001267698500000001,0.0014197923999999973,0.0013604632666666672,0.0014350488666666661
1704512685000,0.029559512983766127,0.0013376639778676588,0.06421264141195293,0.06549603603213226,0.06651952918236058,0.003550265891136962,0.12625514493333334,0.0009289866333333359,0.0015040432333333334,0.0018381803060102005
1704512700000,0.029559512983766127,0.0013376639778676588,0.06421264141195293,0.06549603603213226,0.06651952918236058,0.003550265891136962,0.12625514493333334,0.0009289866333333359,0.0015040432333333334,0.0018381803060102005
1704512715000,0.07549742615246158,0.0014333469666668228,0.17390684476149207,0.10694443014767158,0.08958625504183475,0.1599460001333378,0.4468247661333333,0.0007000656333333318,0.0007362669333333331,0.0008180824000000013
1704512730000,0.07549742615246158,0.0014333469666668228,0.17390684476149207,0.10694443014767158,0.08958625504183475,0.1599460001333378,0.4468247661333333,0.0007000656333333318,0.0007362669333333331,0.0008180824000000013
1704512745000,0.19011008160272005,0.0015998521000010278,0.1701980307323089,0.20663242188593714,0.12219818346055131,0.15432105786473782,0.33666387196666675,0.0006838793000000009,0.0009429081666666672,0.0012855793140228659
1704512760000,0.19011008160272005,0.0015998521000010278,0.1701980307323089,0.20663242188593714,0.12219818346055131,0.15432105786473782,0.33666387196666675,0.0006838793000000009,0.0009429081666666672,0.0012855793140228659
1704512775000,0.11093977467417757,0.0013916635666663642,0.2495069827660922,0.15023729407646919,0.05082479475982535,0.157691888029601,0.39238535343333325,0.0008437912333333316,0.000723458299999998,0.0021337698923297437
