sep=,
"Time","open5gs-upf-1-57448f9666-djsrs","open5gs-upf-2-694b8b9978-vqfx5","open5gs-upf-3-749c8fcbc6-2mvcg","open5gs-upf-4-5675d7786c-nfjhw"
1704785715000,0.0008585339333346079,0.0010260406999994605,0.0008195715666668472,0.0007649059000035171
1704785730000,0.0008585339333346079,0.0010260406999994605,0.0008195715666668472,0.0007649059000035171
1704785745000,0.0006036367666638398,0.0009009872333346418,0.0009924325333329875,0.000958831333332455
1704785760000,0.0006036367666638398,0.0009009872333346418,0.0009924325333329875,0.000958831333332455
1704785775000,0.0011175277666628366,0.0012480430666660899,0.001070963100000218,0.0009285796333339628
1704785790000,0.0011175277666628366,0.0012480430666660899,0.001070963100000218,0.0009285796333339628
1704785805000,0.1287774137333372,0.014792369066666804,0.0104592890666666,0.7724732726000032
1704785820000,0.1287774137333372,0.014792369066666804,0.0104592890666666,0.7724732726000032
1704785835000,0.5120710558666663,0.011064870533332775,0.014811950500000155,0.6031380636999983
1704785850000,0.5120710558666663,0.011064870533332775,0.014811950500000155,0.6031380636999983
1704785865000,0.6089350402666696,0.01974636760000029,0.012744459633333349,1.3885555937666672
1704785880000,0.6089350402666696,0.01974636760000029,0.012744459633333349,1.3885555937666672
1704785895000,0.4979709921333324,0.017127486366666743,0.016032349966666477,0.5317403021666678
1704785910000,0.4979709921333324,0.017127486366666743,0.016032349966666477,0.5317403021666678
1704785925000,0.47375236953333416,0.01353320323333378,0.016921340633333178,1.3451652924666633
1704785940000,0.47375236953333416,0.01353320323333378,0.016921340633333178,1.3451652924666633
1704785955000,0.3175839516666656,0.01946397093333303,0.01962758096666685,1.1016836655666642
1704785970000,0.3175839516666656,0.01946397093333303,0.01962758096666685,1.1016836655666642
1704785985000,0.5673813132666662,0.018096864200000104,0.0119078585666666,0.9618896814333388
1704786000000,0.5673813132666662,0.018096864200000104,0.0119078585666666,0.9618896814333388
1704786015000,0.4059004082000001,0.01837199513333303,0.016975098633333612,1.0055804267666644
1704786030000,0.4059004082000001,0.01837199513333303,0.016975098633333612,1.0055804267666644
1704786045000,0.5019201468999958,0.01694964786666636,0.018258120633332927,0.8988731502333318
1704786060000,0.5019201468999958,0.01694964786666636,0.018258120633332927,0.8988731502333318
1704786075000,0.4415473837666696,0.018525863233332985,0.009497604533333497,0.9913090744666685
1704786090000,0.4415473837666696,0.018525863233332985,0.009497604533333497,0.9913090744666685
1704786105000,0.4884467366333335,0.008235257499999685,0.018179497900000285,0.247085836266668
1704786120000,0.4884467366333335,0.008235257499999685,0.018179497900000285,0.247085836266668
1704786135000,0.41509487333333556,0.07186768290000031,0.05334063233333334,1.0237111074666625
1704786150000,0.41509487333333556,0.07186768290000031,0.05334063233333334,1.0237111074666625
1704786165000,0.6472038121333299,0.09483408676666727,0.04662359506666623,1.1395350257000019
1704786180000,0.6472038121333299,0.09483408676666727,0.04662359506666623,1.1395350257000019
1704786195000,0.5720724368333322,0.07187273836666842,0.03689384946666697,1.0221416390666642
1704786210000,0.5720724368333322,0.07187273836666842,0.03689384946666697,1.0221416390666642
1704786225000,0.2716437727666668,0.07296866066666326,0.04264629816666646,0.9814573156333382
1704786240000,0.2716437727666668,0.07296866066666326,0.04264629816666646,0.9814573156333382
1704786255000,0.6658516457666717,0.07171681403333423,0.05749414349999995,1.144882591766668
1704786270000,0.6658516457666717,0.07171681403333423,0.05749414349999995,1.144882591766668
1704786285000,0.4137567152333304,0.07141059240000232,0.045149114566667,0.4503099130666669
1704786300000,0.4137567152333304,0.07141059240000232,0.045149114566667,0.4503099130666669
1704786315000,0.45379799986666663,0.07172295823333268,0.03625083769999975,1.0005956190333336
1704786330000,0.45379799986666663,0.07172295823333268,0.03625083769999975,1.0005956190333336
1704786345000,0.3627655720666629,0.11180337229999775,0.04154567780000017,1.3687956903666645
1704786360000,0.3627655720666629,0.11180337229999775,0.04154567780000017,1.3687956903666645
1704786375000,0.747634410233339,0.07219652726666936,0.04683435306666676,0.919712616199998
1704786390000,0.747634410233339,0.07219652726666936,0.04683435306666676,0.919712616199998
1704786405000,0.3891815685666643,0.042188647699996785,0.06348244566666636,0.9801491097000052
1704786420000,0.3891815685666643,0.042188647699996785,0.06348244566666636,0.9801491097000052
1704786435000,0.436695144533337,0.18601841216666723,0.036161117399999894,0.6105524974999904
1704786450000,0.436695144533337,0.18601841216666723,0.036161117399999894,0.6105524974999904
1704786465000,0.54548611763333,0.1252910823333347,0.06925317406666712,1.1753541054666736
1704786480000,0.54548611763333,0.1252910823333347,0.06925317406666712,1.1753541054666736
1704786495000,0.13149833379999715,0.16410158889999973,0.058273171599999785,1.090646761366664
1704786510000,0.13149833379999715,0.16410158889999973,0.058273171599999785,1.090646761366664
1704786525000,0.39934743376666876,0.1301858637333339,0.07680719106666677,0.7292022008666663
1704786540000,0.39934743376666876,0.1301858637333339,0.07680719106666677,0.7292022008666663
1704786555000,0.2798984024666652,0.13308395303333403,0.046514826199999956,1.0740209830333394
1704786570000,0.2798984024666652,0.13308395303333403,0.046514826199999956,1.0740209830333394
1704786585000,0.2165126007666686,0.15533927893333158,0.056080421499999984,0.965517782433335
1704786600000,0.2165126007666686,0.15533927893333158,0.056080421499999984,0.965517782433335
1704786615000,0.29679171013333416,0.14048902976666872,0.07908743923333314,1.169991335333331
1704786630000,0.29679171013333416,0.14048902976666872,0.07908743923333314,1.169991335333331
1704786645000,0.3060229149666687,0.14238585526666536,0.05543962910000033,0.816139582033323
1704786660000,0.3060229149666687,0.14238585526666536,0.05543962910000033,0.816139582033323
1704786675000,0.29609327019999604,0.13421642119999813,0.05411031529999993,0.9241405770000104
1704786690000,0.29609327019999604,0.13421642119999813,0.05411031529999993,0.9241405770000104
1704786705000,0.28173851523333726,0.13834136233333538,0.06826718886666659,0.924704099866661
1704786720000,0.28173851523333726,0.13834136233333538,0.06826718886666659,0.924704099866661
1704786735000,0.32703809316666743,0.19312993596666578,0.05500477989999979,0.4343173779333332
1704786750000,0.32703809316666743,0.19312993596666578,0.05500477989999979,0.4343173779333332
1704786765000,0.26444985506666396,0.24585186643333448,0.08596353786666669,1.219506912066663
1704786780000,0.26444985506666396,0.24585186643333448,0.08596353786666669,1.219506912066663
1704786795000,0.17579447996666506,0.2193982536666643,0.0731104575333338,0.929328240766669
1704786810000,0.17579447996666506,0.2193982536666643,0.0731104575333338,0.929328240766669
1704786825000,0.33771325503333477,0.11683960633333375,0.06860943636666643,1.0075241174999974
1704786840000,0.33771325503333477,0.11683960633333375,0.06860943636666643,1.0075241174999974
1704786855000,0.33407819363333147,0.23052307433333302,0.039060735733333254,0.7339255596000082
1704786870000,0.33407819363333147,0.23052307433333302,0.039060735733333254,0.7339255596000082
1704786885000,0.24760390050000752,0.2340635356000007,0.10002518830000043,1.2317608220666594
1704786900000,0.24760390050000752,0.2340635356000007,0.10002518830000043,1.2317608220666594
1704786915000,0.366009448600001,0.20506228503333357,0.07226373389999972,0.6163505828333352
1704786930000,0.366009448600001,0.20506228503333357,0.07226373389999972,0.6163505828333352
1704786945000,0.23004764596665458,0.191578327000002,0.07174599149999968,1.2048080871000062
1704786960000,0.23004764596665458,0.191578327000002,0.07174599149999968,1.2048080871000062
1704786975000,0.27186354110000743,0.2591438464666643,0.06633080753333331,0.8932116729999962
1704786990000,0.27186354110000743,0.2591438464666643,0.06633080753333331,0.8932116729999962
1704787005000,0.291607790433333,0.18069330060000083,0.03257541613333312,0.959710846300004
1704787020000,0.291607790433333,0.18069330060000083,0.03257541613333312,0.959710846300004
1704787035000,0.3068153151999923,0.20338877289999951,0.07307869950000073,0.8840818535333256
1704787050000,0.3068153151999923,0.20338877289999951,0.07307869950000073,0.8840818535333256
1704787065000,0.25513048143334344,0.26165675710000186,0.07756151123333269,0.9223403048000061
1704787080000,0.25513048143334344,0.26165675710000186,0.07756151123333269,0.9223403048000061
1704787095000,0.2746629219000018,0.27917017606666455,0.06135281333333372,0.9572691272999995
1704787110000,0.2746629219000018,0.27917017606666455,0.06135281333333372,0.9572691272999995
1704787125000,0.3409463746666612,0.3545140315333356,0.072911279633333,0.7576047537999936
1704787140000,0.3409463746666612,0.3545140315333356,0.072911279633333,0.7576047537999936
1704787155000,0.29085940130000076,0.1740464682,0.0731116851666665,0.8888897797666686
1704787170000,0.29085940130000076,0.1740464682,0.0731116851666665,0.8888897797666686
1704787185000,0.28457667366666706,0.36990716219999814,0.0697716417,1.0934478339000029
1704787200000,0.28457667366666706,0.36990716219999814,0.0697716417,1.0934478339000029
1704787215000,0.2721734435333322,0.22370464839999993,0.0698660054666675,0.9312113266666681
1704787230000,0.2721734435333322,0.22370464839999993,0.0698660054666675,0.9312113266666681
1704787245000,0.3164505057333372,0.31303592303333594,0.08025443009999927,1.2249120501666615
1704787260000,0.3164505057333372,0.31303592303333594,0.08025443009999927,1.2249120501666615
1704787275000,0.22160690833332714,0.140925396166665,0.049745730700000004,0.8262165017000067
1704787290000,0.22160690833332714,0.140925396166665,0.049745730700000004,0.8262165017000067

